"","State","Facility Name","Facility ID (ORISPL)","Unit ID","Associated Stacks","Month","Year","Program(s)","Operating Time","Gross Load (MW-h)","Steam Load (1000lb)","SO2 (tons)","Avg. NOx Rate (lb/MMBtu)","NOx (tons)","CO2 (short tons)","Heat Input (MMBtu)","EPA Region","NERC Region","County"
"1","AL","Barry",3,"1","CS0AAN",1,1997,"ARP",744,88691,NA,549.668,0.4794,182.981,80171.026,781356.371,4,"SERC","Mobile County"
"2","AL","Barry",3,"1","CS0AAN",2,1997,"ARP",662.5,88023,NA,518.031,0.4498,164.897,76794.723,748454.466,4,"SERC","Mobile County"
"3","AL","Barry",3,"1","CS0AAN",3,1997,"ARP",744,92233,NA,541.16,0.5435,198.754,76882.438,749287.089,4,"SERC","Mobile County"
"4","AL","Barry",3,"1","CS0AAN",4,1997,"ARP",720,100555,NA,625.633,0.5091,229.144,93052.989,906910.465,4,"SERC","Mobile County"
"5","AL","Barry",3,"1","CS0AAN",5,1997,"ARP",705.75,93559,NA,646.82,0.4861,214.673,91401.534,890811.524,4,"SERC","Mobile County"
"6","AL","Barry",3,"1","CS0AAN",6,1997,"ARP",697.5,89507,NA,596.652,0.4875,204.693,87577.502,853542.557,4,"SERC","Mobile County"
"7","AL","Barry",3,"1","CS0AAN",7,1997,"ARP",715.5,96173,NA,640.969,0.4827,219.732,94200.76,918101.736,4,"SERC","Mobile County"
"8","AL","Barry",3,"1","CS0AAN",8,1997,"ARP",744,99112,NA,627.481,0.4816,226.987,97692.551,952129.01,4,"SERC","Mobile County"
"9","AL","Barry",3,"1","CS0AAN",9,1997,"ARP",692.5,91483,NA,559.683,0.4614,203.7,91093.573,887816.858,4,"SERC","Mobile County"
"10","AL","Barry",3,"1","CS0AAN",10,1997,"ARP",403,46573,NA,303.217,0.4381,100.315,47032.853,458391.175,4,"SERC","Mobile County"
"11","AL","Barry",3,"1","CS0AAN",11,1997,"ARP",698,90870,NA,504.718,0.5576,232.676,86309.418,841180.856,4,"SERC","Mobile County"
"12","AL","Barry",3,"1","CS0AAN",12,1997,"ARP",710.25,93087,NA,526.188,0.5206,227.772,91726.189,893981.773,4,"SERC","Mobile County"
"13","AL","Barry",3,"2","CS0AAN",1,1997,"ARP",615,74796,NA,483.984,0.4697,159.898,70667.455,688736.922,4,"SERC","Mobile County"
"14","AL","Barry",3,"2","CS0AAN",2,1997,"ARP",128,7335,NA,43.626,0.483,15.465,6662.336,64932.6,4,"SERC","Mobile County"
"15","AL","Barry",3,"2","CS0AAN",3,1997,"ARP",652.75,72377,NA,431.93,0.5545,160.881,61028.572,594777.925,4,"SERC","Mobile County"
"16","AL","Barry",3,"2","CS0AAN",4,1997,"ARP",680.25,90445,NA,565.367,0.5103,208.599,84362.205,822209.695,4,"SERC","Mobile County"
"17","AL","Barry",3,"2","CS0AAN",5,1997,"ARP",743.5,94879,NA,665.654,0.4846,218.429,93681.246,913030.063,4,"SERC","Mobile County"
"18","AL","Barry",3,"2","CS0AAN",6,1997,"ARP",720,91653,NA,615.409,0.489,212.048,90689.603,883875.204,4,"SERC","Mobile County"
"19","AL","Barry",3,"2","CS0AAN",7,1997,"ARP",744,99344,NA,671.543,0.482,228.654,98506.976,960069.268,4,"SERC","Mobile County"
"20","AL","Barry",3,"2","CS0AAN",8,1997,"ARP",744,97507,NA,618.733,0.4816,223.024,96330.211,938851.348,4,"SERC","Mobile County"
"21","AL","Barry",3,"2","CS0AAN",9,1997,"ARP",703.5,91532,NA,564.196,0.4625,206.868,92135.065,897968.058,4,"SERC","Mobile County"
"22","AL","Barry",3,"2","CS0AAN",10,1997,"ARP",744,99982,NA,688.105,0.4387,230.475,108498.785,1057453.726,4,"SERC","Mobile County"
"23","AL","Barry",3,"2","CS0AAN",11,1997,"ARP",720,85692,NA,483.481,0.5547,220.431,82791.216,806892.846,4,"SERC","Mobile County"
"24","AL","Barry",3,"2","CS0AAN",12,1997,"ARP",711.5,90895,NA,518.401,0.52,224.67,91076.769,887653.397,4,"SERC","Mobile County"
"25","AL","Barry",3,"3","CS0AAN",1,1997,"ARP",634.25,137659,NA,892.878,0.4671,290.423,130101.013,1267989.307,4,"SERC","Mobile County"
"26","AL","Barry",3,"3","CS0AAN",2,1997,"ARP",672,150184,NA,898.268,0.4492,281.648,133077.836,1296998.934,4,"SERC","Mobile County"
"27","AL","Barry",3,"3","CS0AAN",3,1997,"ARP",378.5,67365,NA,446.635,0.4934,145.523,62965.996,613673.786,4,"SERC","Mobile County"
"28","AL","Barry",3,"3","CS0AAN",4,1997,"ARP",661.25,152571,NA,983.174,0.4977,341.628,143732.806,1400851.141,4,"SERC","Mobile County"
"29","AL","Barry",3,"3","CS0AAN",5,1997,"ARP",743.75,168270,NA,1186.468,0.4846,383.534,166341.366,1621185.688,4,"SERC","Mobile County"
"30","AL","Barry",3,"3","CS0AAN",6,1997,"ARP",720,156751,NA,1053.002,0.489,361.299,155262.807,1513216.739,4,"SERC","Mobile County"
"31","AL","Barry",3,"3","CS0AAN",7,1997,"ARP",738.5,166421,NA,1121.961,0.4816,380.01,164789.067,1606072.296,4,"SERC","Mobile County"
"32","AL","Barry",3,"3","CS0AAN",8,1997,"ARP",693.25,153438,NA,988.347,0.4733,347.089,153476.424,1495811.341,4,"SERC","Mobile County"
"33","AL","Barry",3,"3","CS0AAN",9,1997,"ARP",719.75,176163,NA,1090.625,0.463,398.813,177598.118,1730907.883,4,"SERC","Mobile County"
"34","AL","Barry",3,"3","CS0AAN",10,1997,"ARP",744,181600,NA,1251.545,0.4387,418.979,197046.462,1920459.098,4,"SERC","Mobile County"
"35","AL","Barry",3,"3","CS0AAN",11,1997,"ARP",609.5,130852,NA,759.228,0.5365,333.201,129241.874,1259615.498,4,"SERC","Mobile County"
"36","AL","Barry",3,"3","CS0AAN",12,1997,"ARP",700.25,161064,NA,933.522,0.5073,390.107,161493.549,1573953.63,4,"SERC","Mobile County"
"37","AL","Barry",3,"4","MS4A, MS4B",1,1997,"ARP",633.5,208833,NA,1293.736,0.5672,619.906,222908.35,2172500.65,4,"SERC","Mobile County"
"38","AL","Barry",3,"4","MS4A, MS4B",2,1997,"ARP",654.25,223415,NA,1442.569,0.5548,643.126,237817.1,2317824.925,4,"SERC","Mobile County"
"39","AL","Barry",3,"4","MS4A, MS4B",3,1997,"ARP",712,221946,NA,1504.726,0.5954,664.592,233143.75,2272276.275,4,"SERC","Mobile County"
"40","AL","Barry",3,"4","MS4A, MS4B",4,1997,"ARP",720,252536,NA,1667.368,0.5062,644.292,263371.3,2566886.3,4,"SERC","Mobile County"
"41","AL","Barry",3,"4","MS4A, MS4B",5,1997,"ARP",475.5,133202,NA,871.377,0.6054,434.009,142818.875,1391935.25,4,"SERC","Mobile County"
"42","AL","Barry",3,"4","MS4A, MS4B",6,1997,"ARP",660,210308,NA,1286.571,0.6172,656.618,219075.8,2135160.05,4,"SERC","Mobile County"
"43","AL","Barry",3,"4","MS4A, MS4B",7,1997,"ARP",744,259812,NA,1643.844,0.5613,724.291,269163,2623339.3,4,"SERC","Mobile County"
"44","AL","Barry",3,"4","MS4A, MS4B",8,1997,"ARP",744,259297,NA,1623.035,0.5587,714.121,265758.6,2590154.9,4,"SERC","Mobile County"
"45","AL","Barry",3,"4","MS4A, MS4B",9,1997,"ARP",670,225218,NA,1364.792,0.5946,671.865,232825.6,2269173.7,4,"SERC","Mobile County"
"46","AL","Barry",3,"4","MS4A, MS4B",10,1997,"ARP",744,256434,NA,1544.475,0.6695,863.024,267027,2602523.8,4,"SERC","Mobile County"
"47","AL","Barry",3,"4","MS4A, MS4B",11,1997,"ARP",720,244187,NA,1438.386,0.6916,837.198,251900.9,2455072.8,4,"SERC","Mobile County"
"48","AL","Barry",3,"4","MS4A, MS4B",12,1997,"ARP",744,236383,NA,1351.182,0.7038,833.902,244875.1,2386597.8,4,"SERC","Mobile County"
"49","AL","Barry",3,"5","MS5A, MS5B",1,1997,"ARP",665.75,459457,NA,2682.794,0.7798,1755.118,453444.6,4419479.775,4,"SERC","Mobile County"
"50","AL","Barry",3,"5","MS5A, MS5B",2,1997,"ARP",573.75,381664,NA,2280.735,0.715,1383.262,375039,3655299.75,4,"SERC","Mobile County"
"51","AL","Barry",3,"5","MS5A, MS5B",3,1997,"ARP",709.75,487812,NA,3042.616,0.7613,1848.881,488508.975,4761240.1,4,"SERC","Mobile County"
"52","AL","Barry",3,"5","MS5A, MS5B",4,1997,"ARP",192.75,116726,NA,744.404,0.6636,433.901,121205.575,1181321.6,4,"SERC","Mobile County"
"53","AL","Barry",3,"5","MS5A, MS5B",5,1997,"ARP",692.25,489828,NA,3133.762,0.6804,1692.843,504245.525,4914612.05,4,"SERC","Mobile County"
"54","AL","Barry",3,"5","MS5A, MS5B",6,1997,"ARP",680,464555,NA,2896.1,0.6612,1674.6,503362.35,4905971.025,4,"SERC","Mobile County"
"55","AL","Barry",3,"5","MS5A, MS5B",7,1997,"ARP",741.75,535278,NA,3339.2,0.6871,1882.243,560693.75,5464738.25,4,"SERC","Mobile County"
"56","AL","Barry",3,"5","MS5A, MS5B",8,1997,"ARP",744,542703,NA,3344.885,0.7027,1937.085,563054.7,5487743.5,4,"SERC","Mobile County"
"57","AL","Barry",3,"5","MS5A, MS5B",9,1997,"ARP",683.25,475311,NA,2885.492,0.6298,1566.849,501101.225,4883922.875,4,"SERC","Mobile County"
"58","AL","Barry",3,"5","MS5A, MS5B",10,1997,"ARP",709.25,490193,NA,3000.557,0.6747,1731.926,517226.675,5041084.975,4,"SERC","Mobile County"
"59","AL","Barry",3,"5","MS5A, MS5B",11,1997,"ARP",685.75,474694,NA,2863.871,0.6686,1654.901,501485.55,4887646.225,4,"SERC","Mobile County"
"60","AL","Barry",3,"5","MS5A, MS5B",12,1997,"ARP",744,524821,NA,3105.757,0.7272,1980.679,554113.6,5400598.4,4,"SERC","Mobile County"
"61","AL","Charles R Lowman",56,"1","",1,1997,"ARP",723.75,38892,NA,691.121,0.6452,149.009,47248,460492.65,4,"SERC","Washington County"
"62","AL","Charles R Lowman",56,"1","",2,1997,"ARP",422.5,23468,NA,409.533,0.674,95.222,28510.6,277875.6,4,"SERC","Washington County"
"63","AL","Charles R Lowman",56,"1","",3,1997,"ARP",525.75,27059,NA,461.609,0.6386,101.523,32951.3,321153.8,4,"SERC","Washington County"
"64","AL","Charles R Lowman",56,"1","",4,1997,"ARP",516.25,26721,NA,413.446,0.592,93.092,32510.2,316860.65,4,"SERC","Washington County"
"65","AL","Charles R Lowman",56,"1","",5,1997,"ARP",730.25,34336,NA,534.103,0.6377,129.997,42045.725,409798.725,4,"SERC","Washington County"
"66","AL","Charles R Lowman",56,"1","",6,1997,"ARP",711,35333,NA,534.106,0.6397,132.266,43035.725,419452.575,4,"SERC","Washington County"
"67","AL","Charles R Lowman",56,"1","",7,1997,"ARP",744,47168,NA,781.515,0.6136,166.602,55903.9,544864.1,4,"SERC","Washington County"
"68","AL","Charles R Lowman",56,"1","",8,1997,"ARP",705.5,41642,NA,686.244,0.634,154.705,50525.775,492453.25,4,"SERC","Washington County"
"69","AL","Charles R Lowman",56,"1","",9,1997,"ARP",624,37623,NA,614.28,0.612,139.209,46248.4,450750.775,4,"SERC","Washington County"
"70","AL","Charles R Lowman",56,"1","",10,1997,"ARP",744,44390,NA,526.966,0.7605,198.452,54430.7,530514.4,4,"SERC","Washington County"
"71","AL","Charles R Lowman",56,"1","",11,1997,"ARP",366.25,18405,NA,269.426,0.7908,85.516,22438.425,218698.675,4,"SERC","Washington County"
"72","AL","Charles R Lowman",56,"1","",12,1997,"ARP",744,39653,NA,548.781,0.77,129.042,47090.3,458966.6,4,"SERC","Washington County"
"73","AL","Charles R Lowman",56,"2","",1,1997,"ARP",744,158587,NA,826.919,0.5663,490.213,176222.8,1717569.7,4,"SERC","Washington County"
"74","AL","Charles R Lowman",56,"2","",2,1997,"ARP",657.25,137176,NA,743.267,0.5291,389.521,150063.2,1462611.55,4,"SERC","Washington County"
"75","AL","Charles R Lowman",56,"2","",3,1997,"ARP",744,153730,NA,820.891,0.5058,401.921,162165.6,1580551.2,4,"SERC","Washington County"
"76","AL","Charles R Lowman",56,"2","",4,1997,"ARP",534.25,111446,NA,593.172,0.4807,279.209,118510.75,1155062.375,4,"SERC","Washington County"
"77","AL","Charles R Lowman",56,"2","",5,1997,"ARP",744,155090,NA,815.995,0.4863,386.309,162466.7,1583497.1,4,"SERC","Washington County"
"78","AL","Charles R Lowman",56,"2","",6,1997,"ARP",515.5,106103,NA,581.051,0.4909,271.344,112446.55,1095962.875,4,"SERC","Washington County"
"79","AL","Charles R Lowman",56,"2","",7,1997,"ARP",743.75,166216,NA,868.928,0.4864,421.567,176971.4,1724857.825,4,"SERC","Washington County"
"80","AL","Charles R Lowman",56,"2","",8,1997,"ARP",709.5,152919,NA,794.19,0.4439,353.159,162519.25,1583989.95,4,"SERC","Washington County"
"81","AL","Charles R Lowman",56,"2","",9,1997,"ARP",720,155665,NA,807.632,0.4486,366.548,166961.7,1627311.8,4,"SERC","Washington County"
"82","AL","Charles R Lowman",56,"2","",10,1997,"ARP",389,72046,NA,381.996,0.4213,162.043,78018.15,760411.4,4,"SERC","Washington County"
"83","AL","Charles R Lowman",56,"2","",11,1997,"ARP",720,158175,NA,795.307,0.4497,370.56,168147.5,1638866.7,4,"SERC","Washington County"
"84","AL","Charles R Lowman",56,"2","",12,1997,"ARP",717.25,154414,NA,817.146,0.4511,360.268,163922.5,1597691.9,4,"SERC","Washington County"
"85","AL","Charles R Lowman",56,"3","",1,1997,"ARP",744,151283,NA,758.891,0.477,371.002,159072,1550412.2,4,"SERC","Washington County"
"86","AL","Charles R Lowman",56,"3","",2,1997,"ARP",672,133581,NA,672.782,0.4854,330.134,138768.2,1352509.8,4,"SERC","Washington County"
"87","AL","Charles R Lowman",56,"3","",3,1997,"ARP",387,72161,NA,366.766,0.4792,175.746,74184.95,723049.95,4,"SERC","Washington County"
"88","AL","Charles R Lowman",56,"3","",4,1997,"ARP",720,143787,NA,707.738,0.4793,338.034,143982.8,1403331.3,4,"SERC","Washington County"
"89","AL","Charles R Lowman",56,"3","",5,1997,"ARP",710.5,135961,NA,688.733,0.5018,344.033,139257.875,1357285.525,4,"SERC","Washington County"
"90","AL","Charles R Lowman",56,"3","",6,1997,"ARP",677.5,132875,NA,676.336,0.4994,336.718,137480.45,1339954.75,4,"SERC","Washington County"
"91","AL","Charles R Lowman",56,"3","",7,1997,"ARP",744,164074,NA,829.547,0.5022,413.125,168542.5,1642711.4,4,"SERC","Washington County"
"92","AL","Charles R Lowman",56,"3","",8,1997,"ARP",744,163747,NA,818.501,0.5106,415.324,167417.1,1631741.5,4,"SERC","Washington County"
"93","AL","Charles R Lowman",56,"3","",9,1997,"ARP",680,142067,NA,689.593,0.5108,363.703,146619.1,1429026.075,4,"SERC","Washington County"
"94","AL","Charles R Lowman",56,"3","",10,1997,"ARP",744,157175,NA,748.511,0.5208,412.596,162702.1,1585790.2,4,"SERC","Washington County"
"95","AL","Charles R Lowman",56,"3","",11,1997,"ARP",720,150181,NA,733.613,0.4725,353.137,153145.9,1492653.9,4,"SERC","Washington County"
"96","AL","Charles R Lowman",56,"3","",12,1997,"ARP",711.5,144230,NA,706.894,0.4628,316.423,140424.85,1368649.3,4,"SERC","Washington County"
"97","AL","Chickasaw",5,"110","",1,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Mobile County"
"98","AL","Chickasaw",5,"110","",2,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Mobile County"
"99","AL","Chickasaw",5,"110","",3,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Mobile County"
"100","AL","Chickasaw",5,"110","",4,1997,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Mobile County"
"101","AL","Chickasaw",5,"110","",5,1997,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Mobile County"
"102","AL","Chickasaw",5,"110","",6,1997,"ARP",159.75,2493,NA,0.089,0.1686,3.041,2121.925,35557.1,4,"SERC","Mobile County"
"103","AL","Chickasaw",5,"110","",7,1997,"ARP",379.5,7326,NA,0.223,0.1664,8.131,5769.65,96692.575,4,"SERC","Mobile County"
"104","AL","Chickasaw",5,"110","",8,1997,"ARP",306.75,6128,NA,0.128,0.1669,6.82,4699.775,78901.625,4,"SERC","Mobile County"
"105","AL","Chickasaw",5,"110","",9,1997,"ARP",82,1717,NA,0.033,0.1651,1.825,1297,21765.875,4,"SERC","Mobile County"
"106","AL","Chickasaw",5,"110","",10,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Mobile County"
"107","AL","Chickasaw",5,"110","",11,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Mobile County"
"108","AL","Chickasaw",5,"110","",12,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Mobile County"
"109","AL","Colbert",47,"1","CSCO14",1,1997,"ARP",591.25,89707,NA,603.473,0.4511,211.399,96730.513,942792.284,4,"","Colbert County"
"110","AL","Colbert",47,"1","CSCO14",2,1997,"ARP",564.75,75582,NA,459.229,0.4513,182.07,82394.69,803066.238,4,"","Colbert County"
"111","AL","Colbert",47,"1","CSCO14",3,1997,"ARP",695.75,85790,NA,497.027,0.4477,206.273,95265.386,928510.034,4,"","Colbert County"
"112","AL","Colbert",47,"1","CSCO14",4,1997,"ARP",720,119266,NA,789.74,0.4309,276.772,131805.023,1284649.353,4,"","Colbert County"
"113","AL","Colbert",47,"1","CSCO14",5,1997,"ARP",532.75,73344,NA,488.803,0.4544,178.189,81107.851,790530.68,4,"","Colbert County"
"114","AL","Colbert",47,"1","CSCO14",6,1997,"ARP",509,59705,NA,399.109,0.4557,151.928,68575.391,668374.984,4,"","Colbert County"
"115","AL","Colbert",47,"1","CSCO14",7,1997,"ARP",744,110571,NA,760.866,0.4757,300.476,129680.145,1263935.189,4,"","Colbert County"
"116","AL","Colbert",47,"1","CSCO14",8,1997,"ARP",744,125800,NA,829.032,0.4701,334.209,145099.667,1414224.386,4,"","Colbert County"
"117","AL","Colbert",47,"1","CSCO14",9,1997,"ARP",720,122938,NA,774.221,0.4666,321.551,140899.015,1373284.624,4,"","Colbert County"
"118","AL","Colbert",47,"1","CSCO14",10,1997,"ARP",572.25,101294,NA,664.515,0.4612,256.062,113425.959,1105515.343,4,"","Colbert County"
"119","AL","Colbert",47,"1","CSCO14",11,1997,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"","Colbert County"
"120","AL","Colbert",47,"1","CSCO14",12,1997,"ARP",142.25,15981,NA,110.617,0.4471,39.815,17547.761,171030.846,4,"","Colbert County"
"121","AL","Colbert",47,"2","CSCO14",1,1997,"ARP",739.75,102797,NA,684.85,0.45,241.044,110699.133,1078937.33,4,"","Colbert County"
"122","AL","Colbert",47,"2","CSCO14",2,1997,"ARP",597,81749,NA,496.601,0.4517,196.848,89515.292,872466.217,4,"","Colbert County"
"123","AL","Colbert",47,"2","CSCO14",3,1997,"ARP",744,93251,NA,543.431,0.4481,225.608,103882.843,1012501.034,4,"","Colbert County"
"124","AL","Colbert",47,"2","CSCO14",4,1997,"ARP",684,115165,NA,756.106,0.4318,268.075,127452.503,1242227.902,4,"","Colbert County"
"125","AL","Colbert",47,"2","CSCO14",5,1997,"ARP",693.75,78523,NA,517.498,0.4541,189.711,86331.53,841444.42,4,"","Colbert County"
"126","AL","Colbert",47,"2","CSCO14",6,1997,"ARP",667,72457,NA,478.771,0.4562,180.826,81277.236,792165.275,4,"","Colbert County"
"127","AL","Colbert",47,"2","CSCO14",7,1997,"ARP",744,90169,NA,620.539,0.4757,244.838,105783.69,1031026.792,4,"","Colbert County"
"128","AL","Colbert",47,"2","CSCO14",8,1997,"ARP",744,101888,NA,670.817,0.4701,269.234,117195.477,1142254.57,4,"","Colbert County"
"129","AL","Colbert",47,"2","CSCO14",9,1997,"ARP",720,106046,NA,665.283,0.4666,277.307,121395.12,1183188.147,4,"","Colbert County"
"130","AL","Colbert",47,"2","CSCO14",10,1997,"ARP",666.75,106701,NA,742.374,0.4632,271.49,119025.217,1160090.166,4,"","Colbert County"
"131","AL","Colbert",47,"2","CSCO14",11,1997,"ARP",720,87856,NA,759.656,0.461,214.991,94238.796,918509.77,4,"","Colbert County"
"132","AL","Colbert",47,"2","CSCO14",12,1997,"ARP",458.5,72873,NA,564.494,0.4771,186.144,79357.08,773462.287,4,"","Colbert County"
"133","AL","Colbert",47,"3","CSCO14",1,1997,"ARP",620.25,87262,NA,587.562,0.4529,207.14,94251.381,918629.016,4,"","Colbert County"
"134","AL","Colbert",47,"3","CSCO14",2,1997,"ARP",672,89504,NA,555.123,0.4544,217.176,98099.151,956126.767,4,"","Colbert County"
"135","AL","Colbert",47,"3","CSCO14",3,1997,"ARP",744,95460,NA,558.041,0.4481,230.94,106363.156,1036676.097,4,"","Colbert County"
"136","AL","Colbert",47,"3","CSCO14",4,1997,"ARP",250.75,40146,NA,244.157,0.4418,95.731,44145.093,430263.452,4,"","Colbert County"
"137","AL","Colbert",47,"3","CSCO14",5,1997,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"","Colbert County"
"138","AL","Colbert",47,"3","CSCO14",6,1997,"ARP",44,1700,NA,11.548,0.4713,4.317,1956.304,19067.261,4,"","Colbert County"
"139","AL","Colbert",47,"3","CSCO14",7,1997,"ARP",21.75,936,NA,6.102,0.4638,2.34,1050.45,10238.418,4,"","Colbert County"
"140","AL","Colbert",47,"3","CSCO14",8,1997,"ARP",741,118566,NA,781.354,0.47,314.942,136561.535,1331006.942,4,"","Colbert County"
"141","AL","Colbert",47,"3","CSCO14",9,1997,"ARP",720,112957,NA,709.303,0.4666,295.936,129329.751,1260523.989,4,"","Colbert County"
"142","AL","Colbert",47,"3","CSCO14",10,1997,"ARP",742.25,123208,NA,850.837,0.4622,311.396,137103.088,1336287.507,4,"","Colbert County"
"143","AL","Colbert",47,"3","CSCO14",11,1997,"ARP",720,85816,NA,740.711,0.461,209.367,91998.103,896670.928,4,"","Colbert County"
"144","AL","Colbert",47,"3","CSCO14",12,1997,"ARP",723.25,109270,NA,898.499,0.4784,279.387,119400.182,1163748.587,4,"","Colbert County"
"145","AL","Colbert",47,"4","CSCO14",1,1997,"ARP",744,97517,NA,647.995,0.4501,228.449,105038.638,1023766.771,4,"","Colbert County"
"146","AL","Colbert",47,"4","CSCO14",2,1997,"ARP",517.5,66628,NA,396.244,0.4475,158.304,72825.654,709800.199,4,"","Colbert County"
"147","AL","Colbert",47,"4","CSCO14",3,1997,"ARP",744,88044,NA,513.069,0.4481,212.822,98106.211,956198.944,4,"","Colbert County"
"148","AL","Colbert",47,"4","CSCO14",4,1997,"ARP",720,116740,NA,776.58,0.4309,270.411,129049.689,1257794.879,4,"","Colbert County"
"149","AL","Colbert",47,"4","CSCO14",5,1997,"ARP",741.5,92520,NA,607.657,0.4553,224.673,102172.212,995839.911,4,"","Colbert County"
"150","AL","Colbert",47,"4","CSCO14",6,1997,"ARP",353.75,42325,NA,289.087,0.4814,114.853,49948.253,486825.483,4,"","Colbert County"
"151","AL","Colbert",47,"4","CSCO14",7,1997,"ARP",678.75,88519,NA,614,0.4753,240.463,104493.392,1018451.387,4,"","Colbert County"
"152","AL","Colbert",47,"4","CSCO14",8,1997,"ARP",675.75,96108,NA,632.66,0.4678,252.367,110417.521,1076192.9,4,"","Colbert County"
"153","AL","Colbert",47,"4","CSCO14",9,1997,"ARP",672,102036,NA,648.234,0.4655,266.108,116790.013,1138305.03,4,"","Colbert County"
"154","AL","Colbert",47,"4","CSCO14",10,1997,"ARP",741.75,118692,NA,820.436,0.4622,300.13,132278.932,1289268.464,4,"","Colbert County"
"155","AL","Colbert",47,"4","CSCO14",11,1997,"ARP",479,60279,NA,545.451,0.4682,150.473,65649.695,639863.708,4,"","Colbert County"
"156","AL","Colbert",47,"4","CSCO14",12,1997,"ARP",738,110593,NA,908.388,0.4784,282.58,120929.765,1178656.195,4,"","Colbert County"
"157","AL","Colbert",47,"5","",1,1997,"ARP",653.5,290042,NA,5061.288,0.4397,605.55,279811.45,2727208.4,4,"","Colbert County"
"158","AL","Colbert",47,"5","",2,1997,"ARP",451.5,198726,NA,3506.13,0.4322,410.618,194223.75,1893007.2,4,"","Colbert County"
"159","AL","Colbert",47,"5","",3,1997,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"","Colbert County"
"160","AL","Colbert",47,"5","",4,1997,"ARP",393.25,133491,NA,2376.758,0.4033,287.063,133187.425,1298119.275,4,"","Colbert County"
"161","AL","Colbert",47,"5","",5,1997,"ARP",631,293312,NA,5002.512,0.4252,581.262,278503.625,2714453.125,4,"","Colbert County"
"162","AL","Colbert",47,"5","",6,1997,"ARP",614.25,262255,NA,4435.475,0.3962,487.434,248086.8,2418010.85,4,"","Colbert County"
"163","AL","Colbert",47,"5","",7,1997,"ARP",744,343366,NA,5917.332,0.3946,634.097,328640.8,3203136.4,4,"","Colbert County"
"164","AL","Colbert",47,"5","",8,1997,"ARP",650.25,279820,NA,4957.592,0.3834,547.089,286682.7,2794178.5,4,"","Colbert County"
"165","AL","Colbert",47,"5","",9,1997,"ARP",683,289296,NA,5223.946,0.3963,587.098,301476.075,2938374.9,4,"","Colbert County"
"166","AL","Colbert",47,"5","",10,1997,"ARP",604.5,269268,NA,4943.033,0.393,531.187,274074.4,2671301.375,4,"","Colbert County"
"167","AL","Colbert",47,"5","",11,1997,"ARP",613,280666,NA,4779.263,0.3959,520.686,268560.675,2617538.875,4,"","Colbert County"
"168","AL","Colbert",47,"5","",12,1997,"ARP",585,269797,NA,4599.75,0.3948,523.61,266794.425,2600335.525,4,"","Colbert County"
"169","AL","E C Gaston",26,"1","CS0CAN",1,1997,"ARP",100.25,16271,NA,105.366,0.5088,45.53,17094.271,166605.754,4,"SERC","Shelby County"
"170","AL","E C Gaston",26,"1","CS0CAN",2,1997,"ARP",672,121022,NA,903.055,0.494,319.16,126967.61,1237450.9,4,"SERC","Shelby County"
"171","AL","E C Gaston",26,"1","CS0CAN",3,1997,"ARP",744,137338,NA,1102.961,0.4587,320.892,139629.679,1360846,4,"SERC","Shelby County"
"172","AL","E C Gaston",26,"1","CS0CAN",4,1997,"ARP",720,153079,NA,1276.098,0.4192,322.199,154987.818,1510541.3,4,"SERC","Shelby County"
"173","AL","E C Gaston",26,"1","CS0CAN",5,1997,"ARP",744,141577,NA,1304.418,0.419,305.345,146363.386,1426476.4,4,"SERC","Shelby County"
"174","AL","E C Gaston",26,"1","CS0CAN",6,1997,"ARP",720,124598,NA,1103.732,0.427,276.58,128221.77,1249660.7,4,"SERC","Shelby County"
"175","AL","E C Gaston",26,"1","CS0CAN",7,1997,"ARP",744,131239,NA,1113.727,0.4071,277.316,136821.29,1333484.874,4,"SERC","Shelby County"
"176","AL","E C Gaston",26,"1","CS0CAN",8,1997,"ARP",744,127011,NA,1041.66,0.4042,258.549,129665.359,1263733.992,4,"SERC","Shelby County"
"177","AL","E C Gaston",26,"1","CS0CAN",9,1997,"ARP",720,158663,NA,1231.979,0.4189,336.683,164821.718,1606390.727,4,"SERC","Shelby County"
"178","AL","E C Gaston",26,"1","CS0CAN",10,1997,"ARP",744,122331,NA,918.989,0.4158,259.112,127688.846,1244473.551,4,"SERC","Shelby County"
"179","AL","E C Gaston",26,"1","CS0CAN",11,1997,"ARP",720,147702,NA,1138.183,0.4211,317.788,154010.959,1501010.4,4,"SERC","Shelby County"
"180","AL","E C Gaston",26,"1","CS0CAN",12,1997,"ARP",744,97442,NA,812.151,0.4314,235.324,107829.464,1050926,4,"SERC","Shelby County"
